شماره,گروه,اسم ,استاد,هفته,روز,ساعت,مکان
1224099,2,آزمايشگاه كاني شناسي,عابدي آرزو,هرهفته,شنبه,12:30-14:00,
2312739,1,تنيس روي ميز (1),ساساني مقدم شيوا,هرهفته,شنبه,12:30-14:00,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن تنيس روي ميز
2312615,3,ورزش 1,رجبي مجتبي,هرهفته,شنبه,14:00-15:30,سالن شماره 3(پرديس فناوريهاي نوين) سالن ورزشي پرديس2 فني
2112151,2,الكترونيك ديجيتال,طحانيان اسماعيل,هرهفته,شنبه,14:00-15:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 1-دانشكده كامپيوتر
2312617,5,ورزش 1,ساساني مقدم شيوا,هرهفته,شنبه,14:00-15:30,سالن شماره 3(پرديس فناوريهاي نوين) سالن تمرين با وزنه(پرديس2 فني)
2312709,1,آمادگي جسماني(2),حسني علي,هرهفته,شنبه,14:00-15:30,سالن شماره 1 (فجر) سالن تمرين با وزنه
2312616,7,تربيت بدني,قرباني معصومه,هرهفته,شنبه,14:00-15:30,مجموعه خوابگاه ها سالن حجاب (خواهران)
2312735,3,فوتبال(1),حقيقي مينا,هرهفته,شنبه,14:00-15:30,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2312737,2,بسكتبال(1),خدائي فاطمه,هرهفته,شنبه,14:00-15:30,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن انقلاب
2312735,1,فوتبال(1),باقري هادي,هرهفته,شنبه,14:00-15:30,زمين روباز زمين چمن
2312777,2,ايروبيك 2,دهقان پوري حوريه,هرهفته,شنبه,14:00-15:30,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2514019,1,ترموديناميك مهندسي شيمي1,رضاكاظمي ماشاءالله,هرهفته,شنبه,14:00-15:30,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
2514021,1,انتقال حرارت1,كاهاني مصطفي,هفته هاي زوج,شنبه,14:00-15:30,دانشكده مهندسي شيمي ومواد كلاس شماره 101 دانشكده مهندسي شيمي ومواد
2512029,1,اصول شكل دهي مواد1,كريمي محسن,هرهفته,شنبه,14:00-15:30,دانشكده مهندسي شيمي ومواد كلاس شماره 105 دانشكده مهندسي شيمي ومواد
2512005,1,شيمي عمومي,مير دار وطن وحيد,هرهفته,شنبه,14:00-15:30,
,,,بزرگ منصور,,,,
1112231,1,برنامه سازي پيشرفته,خسروي حسين,هرهفته,شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 3-دانشكده برق
1112233,1,طراحي سيستم هاي ريزپردازنده اي,سليماني ايوري علي,هرهفته,شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 6-دانشكده برق
1112233,2,طراحي سيستم هاي ريزپردازنده اي,خرقانيان رضا,هرهفته,شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1224013,1,مكانيك سيالات,شاه مردان محمد محسن,هرهفته,شنبه,14:00-15:30,
1112085,1,آز الكترونيك صنعتي,حسين تبار مرزبالي محمد,هرهفته,شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك آز الكترونيك صنعتي
1418135,2,زبان تخصصي(1),نوري نورالدين,هرهفته,شنبه,14:00-15:30,
1418142,1,آموزش مهار ت هاي حرفه اي,حسين پور حبيب,هرهفته,شنبه,14:00-15:30,
1414167,1,اقتصاد منابع طبيعي و محيط زيست,ميرباقري جم محمد,هرهفته,شنبه,14:00-15:30,
1414141,2,اقتصاد كلان(2),مولايي محمدعلي,هرهفته,شنبه,14:00-15:30,
1414136,1,اصول و مباني اقتصاد اسلامي,فندرسكي ابوالفضل,هرهفته,شنبه,14:00-15:30,
1414093,1,كنترلهاي داخلي و نظام راهبري شركتي,لطفي محسن,هرهفته,شنبه,14:00-15:30,
1414102,1,حسابداري موارد خاص,عامري مجيد,هرهفته,شنبه,14:00-15:30,دانشكده علوم انساني سالن مطالعه برادران صنايع و مديريت
1418010,1,رياضيات و كاربرد آن در مديريت,احسني طهراني حجت,هرهفته,شنبه,14:00-15:30,
1416015,8,تفسير موضوعي قرآن,آخوندي علي اصغر,هرهفته,شنبه,14:00-15:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 2-دانشكده كامپيوتر
1416001,2,انديشه اسلامي 1,پياده كوهسار ابوالقاسم,هرهفته,شنبه,14:00-15:30,دانشكده معدن و ژئوفيزيك كلاس شماره 5-آزمايشگاه سنگ و سيال دانشكده معدن
1416001,8,انديشه اسلامي 1,نصيري علي اصغر,هرهفته,شنبه,14:00-15:30,دانشكده علوم زمين كلاس شماره 7-دانشكده علوم زمين
1416001,11,انديشه اسلامي 1,صادقي هادي,هرهفته,شنبه,14:00-15:30,دانشكده علوم انساني كلاس شماره 105-دانشكده مديريت
1416002,3,انديشه اسلامي 2,عامريان محمدرضا,هرهفته,شنبه,14:00-15:30,
1318012,1,مباني تركيبيات,موسوي سيدرضا,هرهفته,شنبه,14:00-15:30,
1314029,1,پايگاه داده ها,مغاري سميه,هرهفته,شنبه,14:00-15:30,دانشكده رياضي كلاس 8-دانشكده رياضي
1312380,1,معادلات -مواد(متالوژي صنعتي),جعفري سيد حيدر,هرهفته,شنبه,14:00-15:30,
1314015,1,مباني تركيبيات,موسوي سيدرضا,هرهفته,شنبه,14:00-15:30,
1612123,1,تكنولوژي روش هاي جوشكاري,وحدتي مهدي,هرهفته,شنبه,14:00-15:30,دانشكده مكانيك كلاس 5-دانشكده مكانيك
1714009,1,استاتيك,باسليقه فرنوش,هفته هاي زوج,شنبه,14:00-15:30,
1812041,1,شيمي تجزيه 1,مصدرالامور فاطمه,هرهفته,شنبه,14:00-15:30,
1714799,1,سيستم اطلاعات مكاني,فروزنده سعيد,هرهفته,شنبه,14:00-15:30,
1714778,1,ژئودزي هندسي,تهرانچي رامين,هفته هاي فرد,شنبه,14:00-15:30,
1714297,1,نقشه برداري,بيگدلي بهناز,هفته هاي فرد,شنبه,14:00-15:30,
1714046,1,اصول مهندسي پل,پهلوان حسين,هرهفته,شنبه,14:00-15:30,دانشكده عمران كلاس 11-دانشكده عمران
1514391,1,موتورهاي درون سوز,موحد نژاد محمد هادي,هرهفته,شنبه,14:00-15:30,دانشكده كشاورزي- ساختمان آموزشي كلاس شماره 3
1612002,2,رياضي مهندسي,احمدي محمدحسين,هرهفته,شنبه,14:00-15:30,دانشكده مكانيك كلاس 3-دانشكده مكانيك
1612004,1,استاتيك,ايپك چي حميد رضا,هرهفته,شنبه,14:00-15:30,
1426219,1,اصول و روش ترجمه,ايرانمهر ابوطالب,هرهفته,شنبه,14:00-15:30,
1422043,1,برنامه ريزي و كنترل توليد و موجودي ها 2,حسني علي اكبر,هرهفته,شنبه,14:00-15:30,
1426021,1,درآمدي بر ادبيات انگليسي 2,حيدري جاغرق بهناز,هرهفته,شنبه,14:00-15:30,
1912229,1,ابررسانايي,قاضي محمدابراهيم,هرهفته,شنبه,14:00-15:30,دانشكده فيزيك كلاس 36-دانشكده فيزيك
1912159,1,فيزيك پايه 2 زمين شناسي,انصاري راد مهدي,هرهفته,شنبه,14:00-15:30,دانشكده علوم زمين كلاس شماره 13-علوم زمين
1912008,17,فيزيك 2 - فني,مهرابيان سميه,هفته هاي فرد,شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1912008,13,فيزيك 2 - فني,مولاروي طيبه,هفته هاي فرد,شنبه,14:00-15:30,
1912008,9,فيزيك 2 - فني,حسامي پيله رود سعيد,هرهفته,شنبه,14:00-15:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 5-دانشكده كامپيوتر
1912008,10,فيزيك 2 - فني,حسن آبادي حسن,هرهفته,شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 8-دانشكده برق
1912008,11,فيزيك 2 - فني,زارع سروش,هفته هاي فرد,شنبه,14:00-15:30,
1912008,12,فيزيك 2 - فني,حسيني سيد ايمان,هفته هاي فرد,شنبه,14:00-15:30,
1812181,1,شيمي تجزيه 3,گودرزي ناصر,هرهفته,شنبه,14:00-15:30,دانشكده علوم زمين كلاس شماره 9-علوم زمين
1912008,8,فيزيك 2 - فني,نصرآبادي مريم,هفته هاي فرد,شنبه,14:00-15:30,
1912289,1,ابررسانايي (فيزيك مهندسي),قاضي محمدابراهيم,هرهفته,شنبه,14:00-15:30,دانشكده فيزيك كلاس 36-دانشكده فيزيك
2112050,1,اقتصاد مهندسي,راحتي خليل,هرهفته,شنبه,14:00-15:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 4-دانشكده كامپيوتر
2112034,1,رياضيات گسسته,خدابخش مريم,هفته هاي فرد,شنبه,14:00-15:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 6-دانشكده كامپيوتر
2412338,2,مباني برنامه ريزي فضاهاي شهري,دهقان منگابادي ابوالفضل,هرهفته,شنبه,14:00-17:00,دانشكده فيزيك آتليه 4-دانشكده معماري و شهرسازي
2412306,1,مقدمات طراحي معماري3,خراباتي ساجده,هرهفته,شنبه,14:00-18:30,دانشكده فيزيك آتليه 5-دانشكده معماري و شهرسازي
2412333,1,طراحي معماري1,دادپور سارا,هرهفته,شنبه,14:00-18:30,دانشكده فيزيك آتليه 1-دانشكده معماري و شهرسازي
2412333,2,طراحي معماري1,جعفري اميرمسعود,هرهفته,شنبه,14:00-18:30,دانشكده فيزيك آتليه 3 و ژوژمان ارشد-دانشكده معماري و شهرسازي
2312777,3,ايروبيك 2,دهقان پوري حوريه,هرهفته,شنبه,15:30-17:00,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2312721,1,يادگيري حركتي,مكبريان منصوره,هرهفته,شنبه,15:30-17:00,ساختمان دانشكده تربيت بدني كلاس 102 تربيت بدني
2312737,1,بسكتبال(1),رحيميان حسين,هرهفته,شنبه,15:30-17:00,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2512034,1,توليد فلزات غيرآهني,مولايي محمد جعفر,هرهفته,شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 101 دانشكده مهندسي شيمي ومواد
2512016,1,پديده هاي انتقال,احمدي درياكناري محمد,هرهفته,شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 105 دانشكده مهندسي شيمي ومواد
2514025,1,انتقال جرم,عبدي جعفر,هفته هاي زوج,شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 103 دانشكده مهندسي شيمي ومواد
2514004,2,شيمي تجزيه,مصدرالامور فاطمه,هرهفته,شنبه,15:30-17:00,
2514004,1,شيمي تجزيه,مظفري زينب,هفته هاي فرد,شنبه,15:30-17:00,
1112074,1,مدارهاي مخابراتي,ميررضائي سيد مسعود,هفته هاي زوج,شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 6-دانشكده برق
1112053,1,الكترونيك صنعتي,دستفان علي,هفته هاي فرد,شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1112015,1,الكترونيك 1,ابراهيمي عماد,هرهفته,شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 10-دانشكده برق
1112015,2,الكترونيك 1,فتاح حصاري علي,هرهفته,شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1112015,3,الكترونيك 1,اشرف محمد رضا,هرهفته,شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 12-دانشكده برق
1112015,4,الكترونيك 1,محمدپوري زينب,هرهفته,شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1224071,1,زمين شناسي نفت,كردي معصومه,هرهفته,شنبه,15:30-17:00,دانشكده معدن و ژئوفيزيك كلاس شماره 8-دانشكده معدن
1224097,1,زمين شناسي در مهندسي معدن,واعظيان احمد,هرهفته,شنبه,15:30-17:00,
1224109,1,خدمات فني در معادن,سرشكي فرهنگ,هرهفته,شنبه,15:30-17:00,
1314009,1,مباني علوم رياضي,شريفي كامران,هرهفته,شنبه,15:30-17:00,
1314026,1,طراحي و تحليل الگوريتم ها,قرآني مريم,هرهفته,شنبه,15:30-17:00,
1312028,3,رياضي عمومي 2 - فني,حسين زاده بابره خسرو,هرهفته,شنبه,15:30-17:00,
1312028,4,رياضي عمومي 2 - فني,جلالي مريم,هرهفته,شنبه,15:30-17:00,
1312028,5,رياضي عمومي 2 - فني,آل هوز عبدا...,هرهفته,شنبه,15:30-17:00,
1312028,6,رياضي عمومي 2 - فني,خورسندي مهدي رضا,هرهفته,شنبه,15:30-17:00,
1316129,1,مباني رياضيات(آمار),شريفي كامران,هرهفته,شنبه,15:30-17:00,
1318001,1,مباني علوم رياضي,شريفي كامران,هرهفته,شنبه,15:30-17:00,
1318022,1,روشهاي آماري,شاهسوني داود,هرهفته,شنبه,15:30-17:00,دانشكده رياضي كلاس 7-دانشكده رياضي
1414082,2,مالي2,ميرلوحي سيد مجتبي,هفته هاي زوج,شنبه,15:30-17:00,
1414089,1,بهايابي 2,ياوري محمدمهدي,هفته هاي فرد,شنبه,15:30-17:00,
